"Date","Site","Type","Analysis","count","year","month","day","DOY","notes"
2016-06-22,"ODNR_2","Environmental Sonde","Conductivity",434,2016,6,22,174,""
2016-06-22,"ODNR_2","Environmental Sonde","Dissolved_Oxygen",10.48,2016,6,22,174,""
2016-06-22,"ODNR_2","Environmental Sonde","pH",9.29,2016,6,22,174,""
2016-06-22,"ODNR_6","Environmental Sonde","Temperature",23.58,2016,6,22,174,""
2016-06-22,"ODNR_6","Environmental Sonde","Conductivity",504,2016,6,22,174,""
2016-06-22,"ODNR_6","Environmental Sonde","Dissolved_Oxygen",9.55,2016,6,22,174,""
2016-06-22,"ODNR_6","Environmental Sonde","pH",8.99,2016,6,22,174,""
2016-06-22,"ODNR_4","Environmental Sonde","Temperature",23.55,2016,6,22,174,""
2016-06-22,"ODNR_4","Environmental Sonde","Conductivity",583,2016,6,22,174,""
2016-06-22,"ODNR_4","Environmental Sonde","Dissolved_Oxygen",9.22,2016,6,22,174,""
2016-06-22,"ODNR_4","Environmental Sonde","pH",8.93,2016,6,22,174,""
2016-07-06,"Bells","Environmental Sonde","Temperature",24.71,2016,7,6,188,""
2016-07-06,"Bells","Environmental Sonde","Conductivity",295,2016,7,6,188,""
2016-07-06,"Bells","Environmental Sonde","Dissolved_Oxygen",12.29,2016,7,6,188,""
2016-07-06,"Bells","Environmental Sonde","pH",9.62,2016,7,6,188,""
2016-07-06,"EC_1163","Environmental Sonde","Temperature",24.88,2016,7,6,188,""
2016-07-06,"EC_1163","Environmental Sonde","Conductivity",344,2016,7,6,188,""
2016-07-06,"EC_1163","Environmental Sonde","Dissolved_Oxygen",12.6,2016,7,6,188,""
2016-07-06,"EC_1163","Environmental Sonde","pH",9.75,2016,7,6,188,""
2016-07-06,"ODNR_1","Environmental Sonde","Temperature",24.85,2016,7,6,188,""
2016-07-06,"ODNR_1","Environmental Sonde","Conductivity",415,2016,7,6,188,""
2016-07-06,"ODNR_1","Environmental Sonde","Dissolved_Oxygen",11.74,2016,7,6,188,""
2016-07-06,"ODNR_1","Environmental Sonde","pH",9.7,2016,7,6,188,""
2016-07-06,"ODNR_2","Environmental Sonde","Temperature",24.77,2016,7,6,188,""
2016-07-06,"ODNR_2","Environmental Sonde","Conductivity",426,2016,7,6,188,""
2016-07-06,"ODNR_2","Environmental Sonde","Dissolved_Oxygen",11.89,2016,7,6,188,""
2016-07-06,"ODNR_2","Environmental Sonde","pH",9.77,2016,7,6,188,""
2016-07-06,"ODNR_6","Environmental Sonde","Temperature",24.21,2016,7,6,188,""
2016-07-06,"ODNR_6","Environmental Sonde","Conductivity",539,2016,7,6,188,""
2016-07-06,"ODNR_6","Environmental Sonde","Dissolved_Oxygen",10.98,2016,7,6,188,""
2016-07-06,"ODNR_6","Environmental Sonde","pH",9.56,2016,7,6,188,""
2016-07-06,"ODNR_4","Environmental Sonde","Temperature",24.59,2016,7,6,188,""
2016-07-06,"ODNR_4","Environmental Sonde","Conductivity",613,2016,7,6,188,""
2016-07-06,"ODNR_4","Environmental Sonde","Dissolved_Oxygen",11.85,2016,7,6,188,""
2016-07-06,"ODNR_4","Environmental Sonde","pH",9.22,2016,7,6,188,""
2016-07-11,"Bells","Environmental Sonde","Temperature",26.08,2016,7,11,193,""
2016-07-11,"Bells","Environmental Sonde","Conductivity",298,2016,7,11,193,""
2016-07-11,"Bells","Environmental Sonde","Dissolved_Oxygen",11.38,2016,7,11,193,""
2016-07-11,"Bells","Environmental Sonde","pH",9.57,2016,7,11,193,""
2016-07-11,"EC_1163","Environmental Sonde","Temperature",27.01,2016,7,11,193,""
2016-07-11,"EC_1163","Environmental Sonde","Conductivity",362,2016,7,11,193,""
2016-07-11,"EC_1163","Environmental Sonde","Dissolved_Oxygen",12.05,2016,7,11,193,""
2016-07-11,"EC_1163","Environmental Sonde","pH",9.74,2016,7,11,193,""
2016-07-11,"ODNR_1","Environmental Sonde","Temperature",25.65,2016,7,11,193,""
2016-07-11,"ODNR_1","Environmental Sonde","Conductivity",355,2016,7,11,193,""
2016-07-11,"ODNR_1","Environmental Sonde","Dissolved_Oxygen",10.91,2016,7,11,193,""
2016-07-11,"ODNR_1","Environmental Sonde","pH",9.74,2016,7,11,193,""
2016-07-11,"ODNR_2","Environmental Sonde","Temperature",25.86,2016,7,11,193,""
2016-07-11,"ODNR_2","Environmental Sonde","Conductivity",441,2016,7,11,193,""
2016-07-11,"ODNR_2","Environmental Sonde","Dissolved_Oxygen",10.97,2016,7,11,193,""
2016-07-11,"ODNR_2","Environmental Sonde","pH",9.65,2016,7,11,193,""
2016-07-11,"ODNR_6","Environmental Sonde","Temperature",25.15,2016,7,11,193,""
2016-07-11,"ODNR_6","Environmental Sonde","Conductivity",533,2016,7,11,193,""
2016-07-11,"ODNR_6","Environmental Sonde","Dissolved_Oxygen",10.28,2016,7,11,193,""
2016-07-11,"ODNR_6","Environmental Sonde","pH",9.52,2016,7,11,193,""
2016-07-11,"ODNR_4","Environmental Sonde","Temperature",25.42,2016,7,11,193,""
2016-07-11,"ODNR_4","Environmental Sonde","Conductivity",574,2016,7,11,193,""
2016-07-11,"ODNR_4","Environmental Sonde","Dissolved_Oxygen",10.03,2016,7,11,193,""
2016-07-11,"ODNR_4","Environmental Sonde","pH",9.49,2016,7,11,193,""
2016-07-25,"Bells","Environmental Sonde","Temperature",25.87,2016,7,25,207,""
2016-07-25,"Bells","Environmental Sonde","Conductivity",279,2016,7,25,207,""
2016-07-25,"Bells","Environmental Sonde","Dissolved_Oxygen",10.24,2016,7,25,207,""
2016-07-25,"Bells","Environmental Sonde","pH",9.66,2016,7,25,207,""
2016-07-25,"EC_1163","Environmental Sonde","Temperature",26.95,2016,7,25,207,""
2016-07-25,"EC_1163","Environmental Sonde","Conductivity",369,2016,7,25,207,""
2016-07-25,"EC_1163","Environmental Sonde","Dissolved_Oxygen",8.77,2016,7,25,207,""
2016-07-25,"EC_1163","Environmental Sonde","pH",9.2,2016,7,25,207,""
2016-07-25,"ODNR_1","Environmental Sonde","Temperature",27.05,2016,7,25,207,""
2016-07-25,"ODNR_1","Environmental Sonde","Conductivity",395,2016,7,25,207,""
2016-07-25,"ODNR_1","Environmental Sonde","Dissolved_Oxygen",8.94,2016,7,25,207,""
2016-07-25,"ODNR_1","Environmental Sonde","pH",9.5,2016,7,25,207,""
2016-07-25,"ODNR_2","Environmental Sonde","Temperature",27.28,2016,7,25,207,""
2016-07-25,"ODNR_2","Environmental Sonde","Conductivity",433,2016,7,25,207,""
2016-07-25,"ODNR_2","Environmental Sonde","Dissolved_Oxygen",9.05,2016,7,25,207,""
2016-07-25,"ODNR_2","Environmental Sonde","pH",9.39,2016,7,25,207,""
2016-07-25,"ODNR_6","Environmental Sonde","Temperature",26.98,2016,7,25,207,""
2016-07-25,"ODNR_6","Environmental Sonde","Conductivity",529,2016,7,25,207,""
2016-07-25,"ODNR_6","Environmental Sonde","Dissolved_Oxygen",9.25,2016,7,25,207,""
2016-07-25,"ODNR_6","Environmental Sonde","pH",9.78,2016,7,25,207,""
2016-07-25,"ODNR_4","Environmental Sonde","Temperature",26.91,2016,7,25,207,""
2016-07-25,"ODNR_4","Environmental Sonde","Conductivity",564,2016,7,25,207,""
2016-07-25,"ODNR_4","Environmental Sonde","Dissolved_Oxygen",7.78,2016,7,25,207,""
2016-07-25,"ODNR_4","Environmental Sonde","pH",9.77,2016,7,25,207,""
2016-07-27,"Bells","Environmental Sonde","Temperature",26.9,2016,7,27,209,""
2016-07-27,"Bells","Environmental Sonde","Conductivity",279,2016,7,27,209,""
2016-07-27,"Bells","Environmental Sonde","Dissolved_Oxygen",11.39,2016,7,27,209,""
2016-07-27,"Bells","Environmental Sonde","pH",9.6,2016,7,27,209,""
2016-07-27,"EC_1163","Environmental Sonde","Temperature",26.92,2016,7,27,209,""
2016-07-27,"EC_1163","Environmental Sonde","Conductivity",334,2016,7,27,209,""
2016-07-27,"EC_1163","Environmental Sonde","Dissolved_Oxygen",11.63,2016,7,27,209,""
2016-07-27,"EC_1163","Environmental Sonde","pH",9.62,2016,7,27,209,""
2016-07-27,"ODNR_1","Environmental Sonde","Temperature",27.12,2016,7,27,209,""
2016-07-27,"ODNR_1","Environmental Sonde","Conductivity",367,2016,7,27,209,""
2016-07-27,"ODNR_1","Environmental Sonde","Dissolved_Oxygen",10.1,2016,7,27,209,""
2016-07-27,"ODNR_1","Environmental Sonde","pH",9.4,2016,7,27,209,""
2016-07-27,"ODNR_2","Environmental Sonde","Temperature",27.45,2016,7,27,209,""
2016-07-27,"ODNR_2","Environmental Sonde","Conductivity",399,2016,7,27,209,""
2016-07-27,"ODNR_2","Environmental Sonde","Dissolved_Oxygen",9.85,2016,7,27,209,""
2016-07-27,"ODNR_2","Environmental Sonde","pH",9.72,2016,7,27,209,""
2016-07-27,"ODNR_6","Environmental Sonde","Temperature",27.07,2016,7,27,209,""
2016-07-27,"ODNR_6","Environmental Sonde","Conductivity",521,2016,7,27,209,""
2016-07-27,"ODNR_6","Environmental Sonde","Dissolved_Oxygen",12.23,2016,7,27,209,""
2016-07-27,"ODNR_6","Environmental Sonde","pH",10,2016,7,27,209,""
2016-07-27,"ODNR_4","Environmental Sonde","Temperature",26.88,2016,7,27,209,""
2016-07-27,"ODNR_4","Environmental Sonde","Conductivity",555,2016,7,27,209,""
2016-07-27,"ODNR_4","Environmental Sonde","Dissolved_Oxygen",9.74,2016,7,27,209,""
2016-07-27,"ODNR_4","Environmental Sonde","pH",10.02,2016,7,27,209,""
2016-08-03,"Bells","Environmental Sonde","Temperature",27.77,2016,8,3,216,""
2016-08-03,"Bells","Environmental Sonde","Conductivity",284,2016,8,3,216,""
2016-08-03,"Bells","Environmental Sonde","Dissolved_Oxygen",9.63,2016,8,3,216,""
2016-08-03,"Bells","Environmental Sonde","pH",9.52,2016,8,3,216,""
2016-08-03,"EC_1163","Environmental Sonde","Temperature",28.25,2016,8,3,216,""
2016-08-03,"EC_1163","Environmental Sonde","Conductivity",301,2016,8,3,216,""
2016-08-03,"EC_1163","Environmental Sonde","Dissolved_Oxygen",10.5,2016,8,3,216,""
2016-08-03,"EC_1163","Environmental Sonde","pH",9.74,2016,8,3,216,""
2016-08-03,"ODNR_1","Environmental Sonde","Temperature",28.28,2016,8,3,216,""
2016-08-03,"ODNR_1","Environmental Sonde","Conductivity",324,2016,8,3,216,""
2016-08-03,"ODNR_1","Environmental Sonde","Dissolved_Oxygen",10.35,2016,8,3,216,""
2016-08-03,"ODNR_1","Environmental Sonde","pH",9.64,2016,8,3,216,""
2016-08-03,"ODNR_2","Environmental Sonde","Temperature",28.16,2016,8,3,216,""
2016-08-03,"ODNR_2","Environmental Sonde","Conductivity",415,2016,8,3,216,""
2016-08-03,"ODNR_2","Environmental Sonde","Dissolved_Oxygen",9.26,2016,8,3,216,""
2016-08-03,"ODNR_2","Environmental Sonde","pH",9.58,2016,8,3,216,""
2016-08-03,"ODNR_6","Environmental Sonde","Temperature",27.95,2016,8,3,216,""
2016-08-03,"ODNR_6","Environmental Sonde","Conductivity",515,2016,8,3,216,""
2016-08-03,"ODNR_6","Environmental Sonde","Dissolved_Oxygen",10.38,2016,8,3,216,""
2016-08-03,"ODNR_6","Environmental Sonde","pH",9.83,2016,8,3,216,""
2016-08-03,"ODNR_4","Environmental Sonde","Temperature",27.47,2016,8,3,216,""
2016-08-03,"ODNR_4","Environmental Sonde","Conductivity",497,2016,8,3,216,""
2016-08-03,"ODNR_4","Environmental Sonde","Dissolved_Oxygen",9.74,2016,8,3,216,""
2016-08-03,"ODNR_4","Environmental Sonde","pH",10,2016,8,3,216,""
2016-08-17,"Bells","Environmental Sonde","Temperature",26.22,2016,8,17,230,""
2016-08-17,"Bells","Environmental Sonde","Conductivity",279,2016,8,17,230,""
2016-08-17,"Bells","Environmental Sonde","Dissolved_Oxygen",9.4,2016,8,17,230,""
2016-08-17,"Bells","Environmental Sonde","pH",9.72,2016,8,17,230,""
2016-08-17,"EC_1163","Environmental Sonde","Temperature",25.69,2016,8,17,230,""
2016-08-17,"EC_1163","Environmental Sonde","Conductivity",305,2016,8,17,230,""
2016-08-17,"EC_1163","Environmental Sonde","Dissolved_Oxygen",8.67,2016,8,17,230,""
2016-08-17,"EC_1163","Environmental Sonde","pH",9.58,2016,8,17,230,""
2016-08-17,"ODNR_1","Environmental Sonde","Temperature",25.86,2016,8,17,230,""
2016-08-17,"ODNR_1","Environmental Sonde","Conductivity",374,2016,8,17,230,""
2016-08-17,"ODNR_1","Environmental Sonde","Dissolved_Oxygen",10.38,2016,8,17,230,""
2016-08-17,"ODNR_1","Environmental Sonde","pH",10.07,2016,8,17,230,""
2016-08-17,"ODNR_2","Environmental Sonde","Temperature",25.63,2016,8,17,230,""
2016-08-17,"ODNR_2","Environmental Sonde","Conductivity",423,2016,8,17,230,""
2016-08-17,"ODNR_2","Environmental Sonde","Dissolved_Oxygen",9.49,2016,8,17,230,""
2016-08-17,"ODNR_2","Environmental Sonde","pH",10,2016,8,17,230,""
2016-08-17,"ODNR_6","Environmental Sonde","Temperature",25.18,2016,8,17,230,""
2016-08-17,"ODNR_6","Environmental Sonde","Conductivity",455,2016,8,17,230,""
2016-08-17,"ODNR_6","Environmental Sonde","Dissolved_Oxygen",8.65,2016,8,17,230,""
2016-08-17,"ODNR_6","Environmental Sonde","pH",9.87,2016,8,17,230,""
2016-08-17,"ODNR_4","Environmental Sonde","Temperature",24.93,2016,8,17,230,""
2016-08-17,"ODNR_4","Environmental Sonde","Conductivity",530,2016,8,17,230,""
2016-08-17,"ODNR_4","Environmental Sonde","Dissolved_Oxygen",8.04,2016,8,17,230,""
2016-08-17,"ODNR_4","Environmental Sonde","pH",9.91,2016,8,17,230,""
2016-08-31,"Bells","Environmental Sonde","Temperature",25.72,2016,8,31,244,""
2016-08-31,"Bells","Environmental Sonde","Conductivity",281,2016,8,31,244,""
2016-08-31,"Bells","Environmental Sonde","Dissolved_Oxygen",12.76,2016,8,31,244,""
2016-08-31,"Bells","Environmental Sonde","pH",9.95,2016,8,31,244,""
2016-08-31,"EC_1163","Environmental Sonde","Temperature",26.2,2016,8,31,244,""
2016-08-31,"EC_1163","Environmental Sonde","Conductivity",332,2016,8,31,244,""
2016-08-31,"EC_1163","Environmental Sonde","Dissolved_Oxygen",11.92,2016,8,31,244,""
2016-08-31,"EC_1163","Environmental Sonde","pH",9.93,2016,8,31,244,""
2016-08-31,"ODNR_1","Environmental Sonde","Temperature",26.29,2016,8,31,244,""
2016-08-31,"ODNR_1","Environmental Sonde","Conductivity",579,2016,8,31,244,""
2016-08-31,"ODNR_1","Environmental Sonde","Dissolved_Oxygen",11.35,2016,8,31,244,""
2016-08-31,"ODNR_1","Environmental Sonde","pH",10.06,2016,8,31,244,""
2016-08-31,"ODNR_2","Environmental Sonde","Temperature",26.24,2016,8,31,244,""
2016-08-31,"ODNR_2","Environmental Sonde","Conductivity",398,2016,8,31,244,""
2016-08-31,"ODNR_2","Environmental Sonde","Dissolved_Oxygen",10.95,2016,8,31,244,""
2016-08-31,"ODNR_2","Environmental Sonde","pH",10.02,2016,8,31,244,""
2016-08-31,"ODNR_6","Environmental Sonde","Temperature",25.87,2016,8,31,244,""
2016-08-31,"ODNR_6","Environmental Sonde","Conductivity",502,2016,8,31,244,""
2016-08-31,"ODNR_6","Environmental Sonde","Dissolved_Oxygen",8.16,2016,8,31,244,""
2016-08-31,"ODNR_6","Environmental Sonde","pH",10.02,2016,8,31,244,""
2016-08-31,"ODNR_4","Environmental Sonde","Temperature",NA,2016,8,31,244,""
2016-08-31,"ODNR_4","Environmental Sonde","Conductivity",NA,2016,8,31,244,""
2016-08-31,"ODNR_4","Environmental Sonde","Dissolved_Oxygen",NA,2016,8,31,244,""
2016-08-31,"ODNR_4","Environmental Sonde","pH",NA,2016,8,31,244,""
2017-06-08,"ODNR_4","Environmental Sonde","air_temp",NA,2017,6,8,159,""
2017-06-08,"ODNR_4","Environmental Sonde","Temperature",22.18,2017,6,8,159,""
2017-06-08,"ODNR_4","Environmental Sonde","Dissolved_Oxygen",2.18,2017,6,8,159,""
2017-06-08,"ODNR_4","Environmental Sonde","Secchi",38,2017,6,8,159,""
2017-06-08,"ODNR_4","Environmental Sonde","pH",10.82,2017,6,8,159,""
2017-06-08,"ODNR_4","Environmental Sonde","Conductivity",430,2017,6,8,159,""
2017-06-08,"ODNR_6","Environmental Sonde","air_temp",NA,2017,6,8,159,""
